大分類コード,中分類コード,小分類コード,細分類コード,項目名
I,51,510,0000,管理，補助的経済活動を行う事業所（51繊維・衣服等卸売業）
I,51,510,5100,主として管理事務を行う本社等
I,51,510,5108,自家用倉庫
I,51,510,5109,その他の管理，補助的経済活動を行う事業所
I,51,511,0000,繊維品卸売業（衣服，身の回り品を除く）
I,51,511,5111,繊維原料卸売業
I,51,511,5112,糸卸売業
I,51,511,5113,織物卸売業（室内装飾繊維品を除く）
I,51,512,0000,衣服卸売業
I,51,512,5121,男子服卸売業
I,51,512,5122,婦人・子供服卸売業
I,51,512,5123,下着類卸売業
I,51,512,5129,その他の衣服卸売業
I,51,513,0000,身の回り品卸売業
I,51,513,5131,寝具類卸売業
I,51,513,5132,靴・履物卸売業
I,51,513,5133,かばん・袋物卸売業
I,51,513,5139,その他の身の回り品卸売業
I,52,000,0000,飲食料品卸売業
I,52,520,0000,管理，補助的経済活動を行う事業所（52飲食料品卸売業）
I,52,520,5200,主として管理事務を行う本社等
I,52,520,5208,自家用倉庫
I,52,520,5209,その他の管理，補助的経済活動を行う事業所
I,52,521,0000,農畜産物・水産物卸売業
I,52,521,5211,米麦卸売業
I,52,521,5212,雑穀・豆類卸売業
I,52,521,5213,野菜卸売業
I,52,521,5214,果実卸売業
I,52,521,5215,食肉卸売業
I,52,521,5216,生鮮魚介卸売業
I,52,521,5219,その他の農畜産物・水産物卸売業
I,52,522,0000,食料・飲料卸売業
I,52,522,5221,砂糖・味そ・しょう油卸売業
I,52,522,5222,酒類卸売業
I,52,522,5223,乾物卸売業
I,52,522,5224,菓子・パン類卸売業
I,52,522,5225,飲料卸売業（別掲を除く）
I,52,522,5226,茶類卸売業
I,52,522,5227,牛乳・乳製品卸売業
I,52,522,5229,その他の食料・飲料卸売業
I,53,000,0000,建築材料，鉱物・金属材料等卸売業
I,53,530,0000,管理，補助的経済活動を行う事業所（53建築材料，鉱物・金属材料等卸売業）
I,53,530,5300,主として管理事務を行う本社等
I,53,530,5308,自家用倉庫
I,53,530,5309,その他の管理，補助的経済活動を行う事業所
I,53,531,0000,建築材料卸売業
I,53,531,5311,木材・竹材卸売業
I,53,531,5312,セメント卸売業
I,53,531,5313,板ガラス卸売業
I,53,531,5314,建築用金属製品卸売業（建築用金物を除く）
I,53,531,5319,その他の建築材料卸売業
I,53,532,0000,化学製品卸売業
I,53,532,5321,塗料卸売業
I,53,532,5322,プラスチック卸売業
I,53,532,5329,その他の化学製品卸売業
I,53,533,0000,石油・鉱物卸売業
I,53,533,5331,石油卸売業
I,53,533,5332,鉱物卸売業（石油を除く）
I,53,534,0000,鉄鋼製品卸売業
I,53,534,5341,鉄鋼粗製品卸売業
I,53,534,5342,鉄鋼一次製品卸売業
I,53,534,5349,その他の鉄鋼製品卸売業
I,53,535,0000,非鉄金属卸売業
I,53,535,5351,非鉄金属地金卸売業
I,53,535,5352,非鉄金属製品卸売業
I,53,536,0000,再生資源卸売業
I,53,536,5361,空瓶・空缶等空容器卸売業
I,53,536,5362,鉄スクラップ卸売業
I,53,536,5363,非鉄金属スクラップ卸売業
I,53,536,5364,古紙卸売業
I,53,536,5369,その他の再生資源卸売業
I,54,000,0000,機械器具卸売業
I,54,540,0000,管理，補助的経済活動を行う事業所（54機械器具卸売業）
I,54,540,5400,主として管理事務を行う本社等
I,54,540,5408,自家用倉庫
I,54,540,5409,その他の管理，補助的経済活動を行う事業所
I,54,541,0000,産業機械器具卸売業
I,54,541,5411,農業用機械器具卸売業
I,54,541,5412,建設機械・鉱山機械卸売業
I,54,541,5413,金属加工機械卸売業
I,54,541,5414,事務用機械器具卸売業
I,54,541,5419,その他の産業機械器具卸売業
I,54,542,0000,自動車卸売業
I,54,542,5421,自動車卸売業（二輪自動車を含む）
I,54,542,5422,自動車部分品・附属品卸売業（中古品を除く）
I,54,542,5423,自動車中古部品卸売業
I,54,543,0000,電気機械器具卸売業
I,54,543,5431,家庭用電気機械器具卸売業
I,54,543,5432,電気機械器具卸売業（家庭用電気機械器具を除く）
I,54,549,0000,その他の機械器具卸売業
I,54,549,5491,輸送用機械器具卸売業（自動車を除く）
I,54,549,5492,計量器・理化学機械器具・光学機械器具等卸売業
I,54,549,5493,医療用機械器具卸売業（歯科用機械器具を含む）
I,55,000,0000,その他の卸売業
I,55,550,0000,管理，補助的経済活動を行う事業所（55その他の卸売業）
I,55,550,5500,主として管理事務を行う本社等
I,55,550,5508,自家用倉庫
I,55,550,5509,その他の管理，補助的経済活動を行う事業所
I,55,551,0000,家具・建具・じゅう器等卸売業
I,55,551,5511,家具・建具卸売業
I,55,551,5512,荒物卸売業
I,55,551,5513,畳卸売業
I,55,551,5514,室内装飾繊維品卸売業
I,55,551,5515,陶磁器・ガラス器卸売業
I,55,551,5519,その他のじゅう器卸売業
I,55,552,0000,医薬品・化粧品等卸売業
I,55,552,5521,医薬品卸売業
I,55,552,5522,医療用品卸売業
I,55,552,5523,化粧品卸売業
I,55,552,5524,合成洗剤卸売業
I,55,553,0000,紙・紙製品卸売業
I,55,553,5531,紙卸売業
I,55,553,5532,紙製品卸売業
I,55,559,0000,他に分類されない卸売業
I,55,559,5591,金物卸売業
I,55,559,5592,肥料・飼料卸売業
I,55,559,5593,スポーツ用品卸売業
I,55,559,5594,娯楽用品・がん具卸売業
I,55,559,5595,たばこ卸売業
I,55,559,5596,ジュエリー製品卸売業
I,55,559,5597,書籍・雑誌卸売業
I,55,559,5598,代理商，仲立業
I,55,559,5599,他に分類されないその他の卸売業
I,56,000,0000,各種商品小売業
I,56,560,0000,管理，補助的経済活動を行う事業所（56各種商品小売業）
I,56,560,5600,主として管理事務を行う本社等
I,56,560,5608,自家用倉庫
I,56,560,5609,その他の管理，補助的経済活動を行う事業所
I,56,561,0000,百貨店，総合スーパー
I,56,561,5611,百貨店，総合スーパー
I,56,569,0000,その他の各種商品小売業（従業者が常時50人未満のもの）
I,56,569,5699,その他の各種商品小売業（従業者が常時50人未満のもの）
I,57,000,0000,織物・衣服・身の回り品小売業
I,57,570,0000,管理，補助的経済活動を行う事業所（57織物・衣服・身の回り品小売業）
I,57,570,5700,主として管理事務を行う本社等
I,57,570,5708,自家用倉庫
I,57,570,5709,その他の管理，補助的経済活動を行う事業所
I,57,571,0000,呉服・服地・寝具小売業
I,57,571,5711,呉服・服地小売業
I,57,571,5712,寝具小売業
I,57,572,0000,男子服小売業
I,57,572,5721,男子服小売業
I,57,573,0000,婦人・子供服小売業
I,57,573,5731,婦人服小売業
I,57,573,5732,子供服小売業
I,57,574,0000,靴・履物小売業
I,57,574,5741,靴小売業
I,57,574,5742,履物小売業（靴を除く）
I,57,579,0000,その他の織物・衣服・身の回り品小売業
I,57,579,5791,かばん・袋物小売業
I,57,579,5792,下着類小売業
I,57,579,5793,洋品雑貨・小間物小売業
I,57,579,5799,他に分類されない織物・衣服・身の回り品小売業
I,58,000,0000,飲食料品小売業
I,58,580,0000,管理，補助的経済活動を行う事業所（58飲食料品小売業）
I,58,580,5800,主として管理事務を行う本社等
I,58,580,5808,自家用倉庫
I,58,580,5809,その他の管理，補助的経済活動を行う事業所
I,58,581,0000,各種食料品小売業
I,58,581,5811,各種食料品小売業
I,58,582,0000,野菜・果実小売業
I,58,582,5821,野菜小売業
I,58,582,5822,果実小売業
I,58,583,0000,食肉小売業
I,58,583,5831,食肉小売業（卵，鳥肉を除く）
I,58,583,5832,卵・鳥肉小売業
I,58,584,0000,鮮魚小売業
I,58,584,5841,鮮魚小売業
I,58,585,0000,酒小売業
I,58,585,5851,酒小売業
I,58,586,0000,菓子・パン小売業
I,58,586,5861,菓子小売業（製造小売）
I,58,586,5862,菓子小売業（製造小売でないもの）
I,58,586,5863,パン小売業（製造小売）
I,58,586,5864,パン小売業（製造小売でないもの）
I,58,589,0000,その他の飲食料品小売業
I,58,589,5891,コンビニエンスストア（飲食料品を中心とするものに限る）
I,58,589,5892,牛乳小売業
I,58,589,5893,飲料小売業（別掲を除く）
I,58,589,5894,茶類小売業
I,58,589,5895,料理品小売業
I,58,589,5896,米穀類小売業
I,58,589,5897,豆腐・かまぼこ等加工食品小売業
I,58,589,5898,乾物小売業
I,58,589,5899,他に分類されない飲食料品小売業
I,59,000,0000,機械器具小売業
I,59,590,0000,管理，補助的経済活動を行う事業所（59機械器具小売業）
I,59,590,5900,主として管理事務を行う本社等
I,59,590,5908,自家用倉庫
I,59,590,5909,その他の管理，補助的経済活動を行う事業所
I,59,591,0000,自動車小売業
I,59,591,5911,自動車（新車）小売業
I,59,591,5912,中古自動車小売業
I,59,591,5913,自動車部分品・附属品小売業
I,59,591,5914,二輪自動車小売業（原動機付自転車を含む）
I,59,592,0000,自転車小売業
I,59,592,5921,自転車小売業
I,59,593,0000,機械器具小売業（自動車，自転車を除く）
I,59,593,5931,電気機械器具小売業（中古品を除く）
I,59,593,5932,電気事務機械器具小売業（中古品を除く）
I,59,593,5933,中古電気製品小売業
I,59,593,5939,その他の機械器具小売業
I,60,000,0000,その他の小売業
I,60,600,0000,管理，補助的経済活動を行う事業所（60その他の小売業）
I,60,600,6000,主として管理事務を行う本社等
I,60,600,6008,自家用倉庫
I,60,600,6009,その他の管理，補助的経済活動を行う事業所
I,60,601,0000,家具・建具・畳小売業
I,60,601,6011,家具小売業
I,60,601,6012,建具小売業
I,60,601,6013,畳小売業
I,60,601,6014,宗教用具小売業
I,60,602,0000,じゅう器小売業
I,60,602,6021,金物小売業
I,60,602,6022,荒物小売業
I,60,602,6023,陶磁器・ガラス器小売業
I,60,602,6029,他に分類されないじゅう器小売業
I,60,603,0000,医薬品・化粧品小売業
I,60,603,6031,ドラッグストア
I,60,603,6032,医薬品小売業（調剤薬局を除く）
I,60,603,6033,調剤薬局
I,60,603,6034,化粧品小売業
I,60,604,0000,農耕用品小売業
I,60,604,6041,農業用機械器具小売業
I,60,604,6042,苗・種子小売業
I,60,604,6043,肥料・飼料小売業
I,60,605,0000,燃料小売業
I,60,605,6051,ガソリンスタンド
I,60,605,6052,燃料小売業（ガソリンスタンドを除く）
I,60,606,0000,書籍・文房具小売業
I,60,606,6061,書籍・雑誌小売業（古本を除く）
I,60,606,6062,古本小売業
I,60,606,6063,新聞小売業
I,60,606,6064,紙・文房具小売業
I,60,607,0000,スポーツ用品・がん具・娯楽用品・楽器小売業
I,60,607,6071,スポーツ用品小売業
I,60,607,6072,がん具・娯楽用品小売業
I,60,607,6073,楽器小売業
I,60,608,0000,写真機・時計・眼鏡小売業
I,60,608,6081,写真機・写真材料小売業
I,60,608,6082,時計・眼鏡・光学機械小売業
I,60,609,0000,他に分類されない小売業
I,60,609,6091,ホームセンター
I,60,609,6092,たばこ・喫煙具専門小売業
I,60,609,6093,花・植木小売業
I,60,609,6094,建築材料小売業
I,60,609,6095,ジュエリー製品小売業
I,60,609,6096,ペット・ペット用品小売業
I,60,609,6097,骨とう品小売業
I,60,609,6098,中古品小売業（骨とう品を除く）
I,60,609,6099,他に分類されないその他の小売業
I,61,000,0000,無店舗小売業
I,61,610,0000,管理，補助的経済活動を行う事業所（61無店舗小売業）
I,61,610,6100,主として管理事務を行う本社等
I,61,610,6108,自家用倉庫
I,61,610,6109,その他の管理，補助的経済活動を行う事業所
I,61,611,0000,通信販売・訪問販売小売業
I,61,611,6111,無店舗小売業（各種商品小売）
I,61,611,6112,無店舗小売業（織物・衣服・身の回り品小売）
I,61,611,6113,無店舗小売業（飲食料品小売）
I,61,611,6114,無店舗小売業（機械器具小売）
I,61,611,6119,無店舗小売業（その他の小売）
I,61,612,0000,自動販売機による小売業
I,61,612,6121,自動販売機による小売業
I,61,619,0000,その他の無店舗小売業
I,61,619,6199,その他の無店舗小売業
J,00,000,0000,金融業，保険業
J,62,000,0000,銀行業
J,62,620,0000,管理，補助的経済活動を行う事業所（62銀行業）
J,62,620,6200,主として管理事務を行う本社等
J,62,620,6209,その他の管理，補助的経済活動を行う事業所
J,62,621,0000,中央銀行
J,62,621,6211,中央銀行
J,62,622,0000,銀行（中央銀行を除く）
J,62,622,6221,普通銀行
J,62,622,6222,郵便貯金銀行
J,62,622,6223,信託銀行
J,62,622,6229,その他の銀行
J,63,000,0000,協同組織金融業
J,63,630,0000,管理，補助的経済活動を行う事業所（63協同組織金融業）
J,63,630,6300,主として管理事務を行う本社等
J,63,630,6309,その他の管理，補助的経済活動を行う事業所
J,63,631,0000,中小企業等金融業
J,63,631,6311,信用金庫・同連合会
J,63,631,6312,信用協同組合・同連合会
J,63,631,6313,商工組合中央金庫
J,63,631,6314,労働金庫・同連合会
J,63,632,0000,農林水産金融業
J,63,632,6321,農林中央金庫
J,63,632,6322,信用農業協同組合連合会
J,63,632,6323,信用漁業協同組合連合会，信用水産加工業協同組合連合会
J,63,632,6324,農業協同組合
J,63,632,6325,漁業協同組合，水産加工業協同組合
J,64,000,0000,貸金業，クレジットカード業等非預金信用機関
J,64,640,0000,管理，補助的経済活動を行う事業所（64貸金業，クレジットカード業等非預金信用機関）
J,64,640,6400,主として管理事務を行う本社等
J,64,640,6409,その他の管理，補助的経済活動を行う事業所
J,64,641,0000,貸金業
J,64,641,6411,消費者向け貸金業
J,64,641,6412,事業者向け貸金業
J,64,642,0000,質屋
J,64,642,6421,質屋
J,64,643,0000,クレジットカード業，割賦金融業
J,64,643,6431,クレジットカード業
J,64,643,6432,割賦金融業
J,64,649,0000,その他の非預金信用機関
J,64,649,6491,政府関係金融機関
J,64,649,6492,住宅専門金融業
J,64,649,6493,証券金融業
J,64,649,6499,他に分類されない非預金信用機関
J,65,000,0000,金融商品取引業，商品先物取引業
J,65,650,0000,管理，補助的経済活動を行う事業所（65金融商品取引業，商品先物取引業）
J,65,650,6500,主として管理事務を行う本社等
J,65,650,6509,その他の管理，補助的経済活動を行う事業所
J,65,651,0000,金融商品取引業
J,65,651,6511,金融商品取引業（投資助言・代理業・運用業，補助的金融商品取引業を除く）
J,65,651,6512,投資助言・代理業
J,65,651,6513,投資運用業
J,65,651,6514,補助的金融商品取引業
J,65,652,0000,商品先物取引業，商品投資顧問業
J,65,652,6521,商品先物取引業
J,65,652,6522,商品投資顧問業
J,65,652,6529,その他の商品先物取引業，商品投資顧問業
J,66,000,0000,補助的金融業等
J,66,660,0000,管理，補助的経済活動を行う事業所（66補助的金融業等）
J,66,660,6600,主として管理事務を行う本社等
J,66,660,6609,その他の管理，補助的経済活動を行う事業所
J,66,661,0000,補助的金融業，金融附帯業
J,66,661,6611,短資業
J,66,661,6612,手形交換所
J,66,661,6613,両替業
J,66,661,6614,信用保証機関
J,66,661,6615,信用保証再保険機関
J,66,661,6616,預・貯金等保険機関
J,66,661,6617,金融商品取引所
J,66,661,6618,商品取引所
J,66,661,6619,その他の補助的金融業，金融附帯業
J,66,662,0000,信託業
J,66,662,6621,運用型信託業
J,66,662,6622,管理型信託業
J,66,663,0000,金融代理業
J,66,663,6631,金融商品仲介業
J,66,663,6632,信託契約代理業
J,66,663,6639,その他の金融代理業
J,67,000,0000,保険業（保険媒介代理業，保険サービス業を含む）
J,67,670,0000,管理，補助的経済活動を行う事業所（67保険業）
J,67,670,6700,主として管理事務を行う本社等
J,67,670,6709,その他の管理，補助的経済活動を行う事業所
J,67,671,0000,生命保険業
J,67,671,6711,生命保険業（郵便保険業，生命保険再保険業を除く）
J,67,671,6712,郵便保険業
J,67,671,6713,生命保険再保険業
J,67,671,6719,その他の生命保険業
J,67,672,0000,損害保険業
J,67,672,6721,損害保険業（損害保険再保険業を除く）
J,67,672,6722,損害保険再保険業
J,67,672,6729,その他の損害保険業
J,67,673,0000,共済事業，少額短期保険業
J,67,673,6731,共済事業（各種災害補償法によるもの）
J,67,673,6732,共済事業（各種協同組合法等によるもの）
J,67,673,6733,少額短期保険業
J,67,674,0000,保険媒介代理業
J,67,674,6741,生命保険媒介業
J,67,674,6742,損害保険代理業
J,67,674,6743,共済事業媒介代理業・少額短期保険代理業
J,67,675,0000,保険サービス業
J,67,675,6751,保険料率算出団体
J,67,675,6752,損害査定業
J,67,675,6759,その他の保険サービス業
K,00,000,0000,不動産業，物品賃貸業
K,68,000,0000,不動産取引業
K,68,680,0000,管理，補助的経済活動を行う事業所（68不動産取引業）
K,68,680,6800,主として管理事務を行う本社等
K,68,680,6809,その他の管理，補助的経済活動を行う事業所
K,68,681,0000,建物売買業，土地売買業
K,68,681,6811,建物売買業
K,68,681,6812,土地売買業
K,68,682,0000,不動産代理業・仲介業
K,68,682,6821,不動産代理業・仲介業
K,69,000,0000,不動産賃貸業・管理業
K,69,690,0000,管理，補助的経済活動を行う事業所（69不動産賃貸業・管理業）
K,69,690,6900,主として管理事務を行う本社等
K,69,690,6909,その他の管理，補助的経済活動を行う事業所
K,69,691,0000,不動産賃貸業（貸家業，貸間業を除く）
K,69,691,6911,貸事務所業
K,69,691,6912,土地賃貸業
K,69,691,6919,その他の不動産賃貸業
K,69,692,0000,貸家業，貸間業
K,69,692,6921,貸家業
K,69,692,6922,貸間業
K,69,693,0000,駐車場業
K,69,693,6931,駐車場業
K,69,694,0000,不動産管理業
K,69,694,6941,不動産管理業
K,70,000,0000,物品賃貸業
K,70,700,0000,管理，補助的経済活動を行う事業所（70物品賃貸業）
K,70,700,7000,主として管理事務を行う本社等
K,70,700,7009,その他の管理，補助的経済活動を行う事業所
K,70,701,0000,各種物品賃貸業
K,70,701,7011,総合リース業
K,70,701,7019,その他の各種物品賃貸業
K,70,702,0000,産業用機械器具賃貸業
K,70,702,7021,産業用機械器具賃貸業（建設機械器具を除く）
K,70,702,7022,建設機械器具賃貸業
K,70,703,0000,事務用機械器具賃貸業
K,70,703,7031,事務用機械器具賃貸業（電子計算機を除く）
K,70,703,7032,電子計算機・同関連機器賃貸業
K,70,704,0000,自動車賃貸業
K,70,704,7041,自動車賃貸業
K,70,705,0000,スポーツ・娯楽用品賃貸業
K,70,705,7051,スポーツ・娯楽用品賃貸業
K,70,709,0000,その他の物品賃貸業
K,70,709,7091,映画・演劇用品賃貸業
K,70,709,7092,音楽・映像記録物賃貸業（別掲を除く）
K,70,709,7093,貸衣しょう業（別掲を除く）
K,70,709,7099,他に分類されない物品賃貸業
L,00,000,0000,学術研究，専門・技術サービス業
L,71,000,0000,学術・開発研究機関
L,71,710,0000,管理，補助的経済活動を行う事業所（71学術・開発研究機関）
L,71,710,7101,管理，補助的経済活動を行う事業所
L,71,711,0000,自然科学研究所
L,71,711,7111,理学研究所
L,71,711,7112,工学研究所
L,71,711,7113,農学研究所
L,71,711,7114,医学・薬学研究所
L,71,712,0000,人文・社会科学研究所
L,71,712,7121,人文・社会科学研究所
L,72,000,0000,専門サービス業（他に分類されないもの）
L,72,720,0000,管理，補助的経済活動を行う事業所（72専門サービス業）
L,72,720,7201,管理，補助的経済活動を行う事業所
L,72,721,0000,法律事務所，特許事務所
L,72,721,7211,法律事務所
L,72,721,7212,特許事務所
L,72,722,0000,公証人役場，司法書士事務所，土地家屋調査士事務所
L,72,722,7221,公証人役場，司法書士事務所
L,72,722,7222,土地家屋調査士事務所
L,72,723,0000,行政書士事務所
L,72,723,7231,行政書士事務所
L,72,724,0000,公認会計士事務所，税理士事務所
L,72,724,7241,公認会計士事務所
L,72,724,7242,税理士事務所
L,72,725,0000,社会保険労務士事務所
L,72,725,7251,社会保険労務士事務所
L,72,726,0000,デザイン業
L,72,726,7261,デザイン業
L,72,727,0000,著述・芸術家業
L,72,727,7271,著述家業
L,72,727,7272,芸術家業
L,72,728,0000,経営コンサルタント業，純粋持株会社
L,72,728,7281,経営コンサルタント業
L,72,728,7282,純粋持株会社
L,72,729,0000,その他の専門サービス業
L,72,729,7291,興信所
L,72,729,7292,翻訳業（著述家業を除く）
L,72,729,7293,通訳業，通訳案内業
L,72,729,7294,不動産鑑定業
L,72,729,7299,他に分類されない専門サービス業
L,73,000,0000,広告業
L,73,730,0000,管理，補助的経済活動を行う事業所（73広告業）
L,73,730,7300,主として管理事務を行う本社等
L,73,730,7309,その他の管理，補助的経済活動を行う事業所
L,73,731,0000,広告業
L,73,731,7311,広告業
L,74,000,0000,技術サービス業（他に分類されないもの）
L,74,740,0000,管理，補助的経済活動を行う事業所（74技術サービス業）
L,74,740,7401,管理，補助的経済活動を行う事業所
L,74,741,0000,獣医業
L,74,741,7411,獣医業
L,74,742,0000,土木建築サービス業
L,74,742,7421,建築設計業
L,74,742,7422,測量業
L,74,742,7429,その他の土木建築サービス業
L,74,743,0000,機械設計業
L,74,743,7431,機械設計業
L,74,744,0000,商品・非破壊検査業
L,74,744,7441,商品検査業
L,74,744,7442,非破壊検査業
L,74,745,0000,計量証明業
L,74,745,7451,一般計量証明業
L,74,745,7452,環境計量証明業
L,74,745,7459,その他の計量証明業
L,74,746,0000,写真業
L,74,746,7461,写真業（商業写真業を除く）
L,74,746,7462,商業写真業
L,74,749,0000,その他の技術サービス業
L,74,749,7499,その他の技術サービス業
M,00,000,0000,宿泊業，飲食サービス業
M,75,000,0000,宿泊業
M,75,750,0000,管理，補助的経済活動を行う事業所（75宿泊業）
M,75,750,7500,主として管理事務を行う本社等
M,75,750,7509,その他の管理，補助的経済活動を行う事業所
M,75,751,0000,旅館，ホテル
M,75,751,7511,旅館，ホテル
M,75,752,0000,簡易宿所
M,75,752,7521,簡易宿所
M,75,753,0000,下宿業
M,75,753,7531,下宿業
M,75,759,0000,その他の宿泊業
M,75,759,7591,会社・団体の宿泊所
M,75,759,7592,リゾートクラブ
M,75,759,7599,他に分類されない宿泊業
M,76,000,0000,飲食店
M,76,760,0000,管理，補助的経済活動を行う事業所（76飲食店）
M,76,760,7600,主として管理事務を行う本社等
M,76,760,7609,その他の管理，補助的経済活動を行う事業所
M,76,761,0000,食堂，レストラン（専門料理店を除く）
M,76,761,7611,食堂，レストラン（専門料理店を除く）
M,76,762,0000,専門料理店
M,76,762,7621,日本料理店
M,76,762,7622,料亭
M,76,762,7623,中華料理店
M,76,762,7624,ラーメン店
M,76,762,7625,焼肉店
M,76,762,7629,その他の専門料理店
M,76,763,0000,そば・うどん店
M,76,763,7631,そば・うどん店
M,76,764,0000,すし店
M,76,764,7641,すし店
M,76,765,0000,酒場，ビヤホール
M,76,765,7651,酒場，ビヤホール
M,76,766,0000,バー，キャバレー，ナイトクラブ
M,76,766,7661,バー，キャバレー，ナイトクラブ
M,76,767,0000,喫茶店
M,76,767,7671,喫茶店
M,76,769,0000,その他の飲食店
M,76,769,7691,ハンバーガー店
M,76,769,7692,お好み焼・焼きそば・たこ焼店
M,76,769,7699,他に分類されない飲食店
M,77,000,0000,持ち帰り・配達飲食サービス業
M,77,770,0000,管理，補助的経済活動を行う事業所（77持ち帰り・配達飲食サービス業）
M,77,770,7700,主として管理事務を行う本社等
M,77,770,7709,その他の管理，補助的経済活動を行う事業所
M,77,771,0000,持ち帰り飲食サービス業
M,77,771,7711,持ち帰り飲食サービス業
M,77,772,0000,配達飲食サービス業
M,77,772,7721,配達飲食サービス業
N,00,000,0000,生活関連サービス業，娯楽業
N,78,000,0000,洗濯・理容・美容・浴場業
N,78,780,0000,管理，補助的経済活動を行う事業所（78洗濯・理容・美容・浴場業）
N,78,780,7800,主として管理事務を行う本社等
N,78,780,7809,その他の管理，補助的経済活動を行う事業所
N,78,781,0000,洗濯業
N,78,781,7811,普通洗濯業
N,78,781,7812,洗濯物取次業
N,78,781,7813,リネンサプライ業
N,78,782,0000,理容業
N,78,782,7821,理容業
N,78,783,0000,美容業
N,78,783,7831,美容業
N,78,784,0000,一般公衆浴場業
N,78,784,7841,一般公衆浴場業
N,78,785,0000,その他の公衆浴場業
N,78,785,7851,その他の公衆浴場業
N,78,789,0000,その他の洗濯・理容・美容・浴場業
N,78,789,7891,洗張・染物業
N,78,789,7892,エステティック業
N,78,789,7893,リラクゼーション業(手技を用いるもの)
N,78,789,7894,ネイルサービス業
N,78,789,7899,他に分類されない洗濯・理容・美容・浴場業
N,79,000,0000,その他の生活関連サービス業
N,79,790,0000,管理，補助的経済活動を行う事業所（79その他の生活関連サービス業）
N,79,790,7900,主として管理事務を行う本社等
N,79,790,7909,その他の管理，補助的経済活動を行う事業所
N,79,791,0000,旅行業
N,79,791,7911,旅行業(旅行業者代理業を除く)
N,79,791,7912,旅行業者代理業
N,79,792,0000,家事サービス業
N,79,792,7921,家事サービス業（住込みのもの）
N,79,792,7922,家事サービス業（住込みでないもの）
N,79,793,0000,衣服裁縫修理業
N,79,793,7931,衣服裁縫修理業
N,79,794,0000,物品預り業
N,79,794,7941,物品預り業
N,79,795,0000,火葬・墓地管理業
N,79,795,7951,火葬業
N,79,795,7952,墓地管理業
N,79,796,0000,冠婚葬祭業
N,79,796,7961,葬儀業
N,79,796,7962,結婚式場業
N,79,796,7963,冠婚葬祭互助会
N,79,799,0000,他に分類されない生活関連サービス業
N,79,799,7991,食品賃加工業
N,79,799,7992,結婚相談業，結婚式場紹介業
N,79,799,7993,写真プリント，現像・焼付業
N,79,799,7999,他に分類されないその他の生活関連サービス業
N,80,000,0000,娯楽業
N,80,800,0000,管理，補助的経済活動を行う事業所（80娯楽業）
N,80,800,8000,主として管理事務を行う本社等
N,80,800,8009,その他の管理，補助的経済活動を行う事業所
N,80,801,0000,映画館
N,80,801,8011,映画館
N,80,802,0000,興行場（別掲を除く），興行団
N,80,802,8021,劇場
N,80,802,8022,興行場
N,80,802,8023,劇団
N,80,802,8024,楽団，舞踏団
N,80,802,8025,演芸・スポーツ等興行団
N,80,803,0000,競輪・競馬等の競走場，競技団
N,80,803,8031,競輪場
N,80,803,8032,競馬場
N,80,803,8033,自動車・モータボートの競走場
N,80,803,8034,競輪競技団
N,80,803,8035,競馬競技団
N,80,803,8036,自動車・モータボートの競技団
N,80,804,0000,スポーツ施設提供業
N,80,804,8041,スポーツ施設提供業（別掲を除く）
N,80,804,8042,体育館
N,80,804,8043,ゴルフ場
N,80,804,8044,ゴルフ練習場
N,80,804,8045,ボウリング場
N,80,804,8046,テニス場
N,80,804,8047,バッティング・テニス練習場
N,80,804,8048,フィットネスクラブ
N,80,805,0000,公園，遊園地
N,80,805,8051,公園
N,80,805,8052,遊園地（テーマパークを除く）
N,80,805,8053,テーマパーク
N,80,806,0000,遊戯場
N,80,806,8061,ビリヤード場
N,80,806,8062,囲碁・将棋所
N,80,806,8063,マージャンクラブ
N,80,806,8064,パチンコホール
N,80,806,8065,ゲームセンター
N,80,806,8069,その他の遊戯場
N,80,809,0000,その他の娯楽業
N,80,809,8091,ダンスホール
N,80,809,8092,マリーナ業
N,80,809,8093,遊漁船業
N,80,809,8094,芸ぎ業
N,80,809,8095,カラオケボックス業
N,80,809,8096,娯楽に附帯するサービス業
N,80,809,8099,他に分類されない娯楽業
O,00,000,0000,教育，学習支援業
O,81,000,0000,学校教育
O,81,810,0000,管理，補助的経済活動を行う事業所（81学校教育）
O,81,810,8101,管理，補助的経済活動を行う事業所
O,81,811,0000,幼稚園
O,81,811,8111,幼稚園
O,81,812,0000,小学校
O,81,812,8121,小学校
O,81,813,0000,中学校
O,81,813,8131,中学校
O,81,814,0000,高等学校，中等教育学校
O,81,814,8141,高等学校
O,81,814,8142,中等教育学校
O,81,815,0000,特別支援学校
O,81,815,8151,特別支援学校
O,81,816,0000,高等教育機関
O,81,816,8161,大学
O,81,816,8162,短期大学
O,81,816,8163,高等専門学校
O,81,817,0000,専修学校，各種学校
O,81,817,8171,専修学校
O,81,817,8172,各種学校
O,81,818,0000,学校教育支援機関
O,81,818,8181,学校教育支援機関
O,81,819,0000,幼保連携型認定こども園
O,81,819,8191,幼保連携型認定こども園
O,82,000,0000,その他の教育，学習支援業
O,82,820,0000,管理，補助的経済活動を行う事業所（82その他の教育，学習支援業）
O,82,820,8200,主として管理事務を行う本社等
O,82,820,8209,その他の管理，補助的経済活動を行う事業所
O,82,821,0000,社会教育
O,82,821,8211,公民館
